psampleid,pprojid,profile,sampleid,lat,lon,pproject
11658,46,outpace_061,1896,-19.2391666666667,164.584,OUTPACE 2015
15161,82,msm_060_350_0001,25136,-34.4996666666667,-35.8475,MSM060
11657,46,outpace_060,1847,-19.241,164.581166666667,OUTPACE 2015
17661,99,tara_111_09_a,45389,-25.2273333333333,-115.627166666667,Tara 2011
17660,99,tara_111_08_a,45473,-24.6163333333333,-113.032166666667,Tara 2011
11160,32,somba_2014_leg2_004,1740,37.7848333333333,5.15,SOMBA 2014
11665,46,outpace_067,1876,-19.2233333333333,164.578666666667,OUTPACE 2015
11660,46,outpace_063,1926,-19.2308333333333,164.587,OUTPACE 2015
11663,46,outpace_065,1933,-19.2248333333333,164.594833333333,OUTPACE 2015
14825,82,msm_060_008_0001,25167,-34.3596666666667,17.6298333333333,MSM060
15182,82,msm_060_383_0001,25161,-34.5006666666667,-41.0866666666667,MSM060
16319,95,c_m135_085,44867,-16.9991666666667,-77.9996666666667,M 135
11163,32,somba_2014_leg2_005,1738,36.9171666666667,5.3155,SOMBA 2014
15009,82,msm_060_100_0001,25326,-34.4996666666667,4.10183333333333,MSM060
11603,46,outpace_018,1845,-19.4981666666667,165.000833333333,OUTPACE 2015
15698,49,tara_201_07,47627,74.3625,-85.8251666666667,TARA 2013
11669,46,outpace_070,1765,-19.9831666666667,168.011833333333,OUTPACE 2015
15094,82,msm_060_228_0001,25340,-34.8311666666667,-16.3576666666667,MSM060
15919,73,m116_078,46045,13.9988333333333,-21.0008333333333,M 116
15916,73,m116_075,46027,11.9993333333333,-19.999,M 116
15212,82,msm_060_439_0001,25327,-34.5001666666667,-49.9996666666667,MSM060
15215,82,msm_060_447_0001,25341,-34.5001666666667,-51.251,MSM060
15701,49,tara_201_10,45072,74.339,-85.6208333333333,TARA 2013
16289,95,c_m135_057,44851,-19.0001666666667,-80.0011666666667,M 135
15165,82,msm_060_358_0001,25345,-34.4995,-37.157,MSM060
15705,49,tara_202_01,45346,73.17,-85.0476666666667,TARA 2013
15699,49,tara_201_08,45133,74.2958333333333,-85.704,TARA 2013
15706,49,tara_202_02,45309,73.17,-85.0476666666667,TARA 2013
15708,49,tara_204_01,45487,72.6738333333333,-78.4691666666667,TARA 2013
15707,49,tara_203_01,45428,73.0853333333333,-80.3715,TARA 2013
15033,82,msm_060_128_0001,25343,-34.5001666666667,-0.482166666666667,MSM060
15713,49,tara_205_05,45259,72.441,-71.9061666666667,TARA 2013
15704,49,tara_201_13,45070,74.3325,-85.5581666666667,TARA 2013
15712,49,tara_205_04,45271,72.441,-71.9061666666667,TARA 2013
15714,49,tara_205_06,45125,72.4265,-71.9635,TARA 2013
15588,69,m106_116,46384,-5.63216666666667,-34.9001666666667,M 106
15118,82,msm_060_273_0001,25354,-34.5015,-23.4,MSM060
15716,49,tara_205_08,44968,72.3735,-72.0175,TARA 2013
15590,69,m106_118,46382,-5.6491666666666696,-34.9601666666667,M 106
12192,4,lohafex_ps73_148d,6113,-48.5218333333333,-15.519,LOHAFEX 2009
15717,49,tara_206_01,45548,70.961,-53.6305,TARA 2013
15206,82,msm_060_420_0001,25355,-34.5006666666667,-47,MSM060
15131,82,msm_060_302_0001,25357,-34.4995,-27.9881666666667,MSM060
15147,82,msm_060_327_0001,25358,-34.4996666666667,-31.9176666666667,MSM060
15207,82,msm_060_423_0001,25362,-34.4995,-47.5,MSM060
15098,82,msm_060_236_0001,25363,-34.4995,-17.507,MSM060
10275,20,088,6139,23.917,-159.499833333333,OPEREX 2008
14926,82,msm_060_052_0001,46892,-34.4986666666667,11.9593333333333,MSM060
14879,82,msm_060_027_0001,46893,-34.4993333333333,15.8896666666667,MSM060
15726,49,tara_206_10,45058,70.9268333333333,-53.5191666666667,TARA 2013
14893,82,msm_060_035_0001,46891,-34.4996666666667,14.6383333333333,MSM060
14886,82,msm_060_031_0001,46895,-34.4995,15.2653333333333,MSM060
10280,20,093,6195,23.1686666666667,-160.500666666667,OPEREX 2008
10084,16,malina086,5325,71.1718333333333,-133.825,MALINA 2009
10461,22,c_msm22_092,46173,15.9998333333333,-21.0001666666667,MSM 22
15969,86,ge_2016_016,11227,68.5161666666667,-59.8441666666667,GREENEDGE 2016 A
11673,46,outpace_074,1780,-22.0001666666667,169.994333333333,OUTPACE 2015
10463,22,c_msm22_094,46199,17.9996666666667,-19.6833333333333,MSM 22
15968,86,ge_2016_015,11226,68.5093333333333,-59.497,GREENEDGE 2016 A
16502,2,boum139,7174,39.0738333333333,5.4445,BOUM 2008
11683,46,outpace_081,1792,-20.753,174.267166666667,OUTPACE 2015
12240,4,lohafex_ps73_178,6167,-48.447,-15.2923333333333,LOHAFEX 2009
11678,46,outpace_077,1823,-21.371,172.117,OUTPACE 2015
12241,4,lohafex_ps73_179,994,-48.3565,-15.2853333333333,LOHAFEX 2009
12247,4,lohafex_ps73_186,890,-48.28,-15.636,LOHAFEX 2009
11684,46,outpace_082,1836,-20.7696666666667,174.25,OUTPACE 2015
10095,16,malina094,1033,70.1686666666667,-138.908333333333,MALINA 2009
16353,2,boum021,7244,33.4766666666667,32.6565,BOUM 2008
15262,69,m106_008,46309,13.4991666666667,-22.9996666666667,M 106
11218,32,somba_2014_leg2_019,1686,37.717,3.08383333333333,SOMBA 2014
15402,68,072,46389,10.428,-21.369,M 105
15300,69,m106_015,46310,11.036,-21.2215,M 106
15311,69,m106_017,46346,11.0096666666667,-21.208,M 106
16369,2,boum031,7217,33.525,32.7143333333333,BOUM 2008
15802,72,c_ps88b_027,44258,4.4995,-23.0033333333333,PS 88B
14541,76,c_m121_1250,44352,-2.99916666666667,-0.0075,M 121
11705,46,outpace_102,1848,-19.5236666666667,-172.7885,OUTPACE 2015
11704,46,outpace_101,1916,-19.4981666666667,-172.807666666667,OUTPACE 2015
15027,82,msm_060_120_0001,25105,-34.4996666666667,-0.828166666666667,MSM060
18028,105,ips_008,77325,69.292,-60.7143,IPS Amundsen 2018
18029,105,ips_009,77326,68.03805,-61.46375,IPS Amundsen 2018
16385,2,boum040,7150,33.6251666666667,32.6533333333333,BOUM 2008
15992,87,ge_2016_089,11713,68.0311666666667,-61.601,GREENEDGE 2016 C
16375,95,c_m135_112,44905,-14.9996666666667,-78.4998333333333,M 135
15733,49,tara_209_05,45378,64.719,-53.0601666666667,TARA 2013
13037,7,tara_038_00_b,45701,19.043,64.5,TARA 2010
15454,69,m106_041,46282,2.00133333333333,-23.0001666666667,M 106
13033,7,tara_038_00_a,45574,19.0386666666667,64.4936666666667,TARA 2010
17693,99,tara_123_00_f,45166,-8.90716666666667,-140.276333333333,Tara 2011
17694,99,tara_123_00_g,45258,-8.88766666666667,-140.302,Tara 2011
17692,99,tara_123_00_e,45207,-8.91083333333333,-140.2845,Tara 2011
15997,86,ge_2016_033,11244,68.7085,-59.2571666666667,GREENEDGE 2016 A
13043,7,tara_038_00_d,45667,19.0121666666667,64.5313333333333,TARA 2010
15999,86,ge_2016_034,11245,68.7118333333333,-59.2646666666667,GREENEDGE 2016 A
13108,7,tara_040_00_c,44989,17.4815,67.9946666666667,TARA 2010
16006,87,ge_2016_095,11717,68.0981666666667,-60.5465,GREENEDGE 2016 C
15736,49,tara_209_08,45689,64.7608333333333,-53.0971666666667,TARA 2013
17702,99,tara_124_00_g,45202,-9.06666666666666,-140.621666666667,Tara 2011
17699,99,tara_124_00_d,45206,-9.15016666666667,-140.489166666667,Tara 2011
16024,87,ge_2016_104,11729,68.1115,-58.6876666666667,GREENEDGE 2016 C
16022,87,ge_2016_102,11726,68.1121666666667,-59.2013333333333,GREENEDGE 2016 C
11425,34,cce_p1106_cycle2_06,19742,33.4213333333333,-121.624,CCELTER 2011
11426,34,cce_p1106_cycle2_07,19737,33.3558333333333,-121.571333333333,CCELTER 2011
11434,34,cce_p1106_cycle3_05,19711,34.072,-121.501666666667,CCELTER 2011
11442,34,cce_p1106_cycle3_08,19751,34.0825,-121.438666666667,CCELTER 2011
11449,34,cce_p1106_cycle4_03,19748,33.4925,-121.107666666667,CCELTER 2011
17705,99,tara_124_00_j,45102,-9.06833333333333,-140.625333333333,Tara 2011
15735,49,tara_209_07,45499,64.735,-53.0561666666667,TARA 2013
17704,99,tara_124_00_i,45022,-9.063,-140.626833333333,Tara 2011
15057,82,msm_060_165_0001,25322,-34.4996666666667,-6.3765,MSM060
16039,86,ge_2016_052,11264,69.0001666666667,-57.249,GREENEDGE 2016 A
17706,99,tara_124_00_k,45661,-9.069,-140.6665,Tara 2011
17707,99,tara_124_00_l,45511,-9.06666666666666,-140.63,Tara 2011
17708,99,tara_125_00_a,45313,-8.90366666666667,-142.566166666667,Tara 2011
17709,99,tara_125_00_b,45371,-8.91116666666667,-142.557166666667,Tara 2011
15067,82,msm_060_182_0001,25334,-34.499,-8.994,MSM060
14933,82,msm_060_056_0001,46898,-34.5033333333333,11.1993333333333,MSM060
11454,34,cce_p1106_cycle4_07,19743,33.2898333333333,-121.177833333333,CCELTER 2011
11460,34,cce_p1106_cycle5_03,19731,33.3186666666667,-121.410833333333,CCELTER 2011
11469,34,cce_p1106_cycle6_01,19710,33.5191666666667,-121.114,CCELTER 2011
15025,82,msm_060_116_0001,25335,-34.4996666666667,1.48266666666667,MSM060
15184,82,msm_060_387_0001,25332,-34.5003333333333,-41.7401666666667,MSM060
17710,99,tara_125_00_c,45424,-8.88183333333333,-142.611,Tara 2011
11472,34,cce_p1106_cycle6_03,19761,33.4053333333333,-121.173,CCELTER 2011
16403,2,boum053,7175,33.667,32.6061666666667,BOUM 2008
10426,22,c_msm22_056,46166,-1.66766666666667,-22.9998333333333,MSM 22
15738,49,tara_210_01,45054,61.5441666666667,-55.9865,TARA 2013
17711,99,tara_125_00_d,45138,-8.9,-142.546166666667,Tara 2011
16047,87,ge_2016_120,11745,70,-57.7645,GREENEDGE 2016 C
16055,87,ge_2016_124,11748,70.0076666666667,-59.124,GREENEDGE 2016 C
11464,34,cce_p1106_cycle5_06,19728,33.0841666666667,-121.407,CCELTER 2011
17712,99,tara_125_00_e,45187,-8.89666666666667,-142.581333333333,Tara 2011
10429,22,c_msm22_059,46188,-2.49916666666667,-23.0001666666667,MSM 22
15535,69,m106_064,46262,-2.99983333333333,-23.0016666666667,M 106
11474,34,cce_p1106_cycle6_05,19727,33.0688333333333,-121.256,CCELTER 2011
17713,99,tara_125_00_f,45463,-8.8905,-142.6345,Tara 2011
11488,34,cce_p1106_upfront_2_08,19717,33.8745,-121.657166666667,CCELTER 2011
11493,34,cce_p1106_upfront_3_02,19756,33.5915,-120.891333333333,CCELTER 2011
10435,22,c_msm22_065,46156,-4.01116666666667,-22.9821666666667,MSM 22
11499,34,cce_p1106_upfront_3_07,19726,33.5588333333333,-120.999166666667,CCELTER 2011
12991,6,tara_022_a,45246,39.8358333333333,17.4048333333333,TARA 2009
15538,69,m106_066,46279,-3.33266666666667,-23.0006666666667,M 106
11459,34,cce_p1106_cycle5_02,19741,33.3811666666667,-121.409833333333,CCELTER 2011
11500,34,cce_p1106_upfront_3_08,19759,33.5513333333333,-121.022833333333,CCELTER 2011
11504,34,cce_p1106_upfront_3_10,19749,33.5305,-121.089,CCELTER 2011
11467,34,cce_p1106_cycle5_08,19725,32.7351666666667,-121.293166666667,CCELTER 2011
15537,69,m106_065,46342,-2.99983333333333,-23.0001666666667,M 106
11495,34,cce_p1106_upfront_3_04,19739,33.5801666666667,-120.9285,CCELTER 2011
11440,34,cce_p1106_cycle3_07,19736,34.0566666666667,-121.474166666667,CCELTER 2011
11483,34,cce_p1106_upfront_2_04,19719,33.8251666666667,-121.725666666667,CCELTER 2011
12994,6,tara_022_b,45226,39.8125,17.4138333333333,TARA 2009
11448,34,cce_p1106_cycle4_02,19716,33.5273333333333,-121.1155,CCELTER 2011
17715,99,tara_126_00_b,45411,-11.969,-151.2155,Tara 2011
12999,7,tara_036_01,45680,24.9128333333333,56.8813333333333,TARA 2010
17717,99,tara_127_00_b,45212,-6.651,-152.4205,Tara 2011
15539,69,m106_067,46348,-3.66633333333333,-23.0003333333333,M 106
11246,32,somba_2014_leg3_008,1695,37.1663333333333,-0.616333333333333,SOMBA 2014
17716,99,tara_127_00_a,45190,-6.656,-152.627833333333,Tara 2011
11450,34,cce_p1106_cycle4_04,19747,33.4428333333333,-121.157,CCELTER 2011
13953,57,an1405_l1b_030,6089,76.3531666666667,-76.572,AN 1405
11456,34,cce_p1106_cycle4_08,19746,33.0891666666667,-121.154,CCELTER 2011
13944,57,an1405_l1b_027,3410,76.3178333333333,-75.7736666666667,AN 1405
11470,34,cce_p1106_cycle6_02,19758,33.4745,-121.126833333333,CCELTER 2011
11492,34,cce_p1106_upfront_3_01,19732,33.6026666666667,-120.8545,CCELTER 2011
11497,34,cce_p1106_upfront_3_05,19720,33.574,-120.948833333333,CCELTER 2011
16015,86,ge_2016_044,11255,68.8756666666667,-57.8621666666667,GREENEDGE 2016 A
15200,82,msm_060_407_0001,25182,-34.5,-44.9993333333333,MSM060
15741,49,tara_210_04,45522,61.5633333333333,-55.9771666666667,TARA 2013
15742,49,tara_210_05,45315,61.553,-55.9743333333333,TARA 2013
16156,87,ge_2016_202,11703,69.4996666666667,-63.2788333333333,GREENEDGE 2016 C
10438,22,c_msm22_068,46183,-0.166666666666667,-23.05,MSM 22
11482,34,cce_p1106_upfront_2_03,19708,33.8125,-121.742666666667,CCELTER 2011
16473,2,boum109,7182,33.973,18.5483333333333,BOUM 2008
11490,34,cce_p1106_upfront_2_10,19707,33.8993333333333,-121.623,CCELTER 2011
10439,22,c_msm22_069,46186,-0.166666666666667,-23.0498333333333,MSM 22
15193,82,msm_060_399_0001,25172,-34.4996666666667,-43.7053333333333,MSM060
15722,49,tara_206_06,45404,70.9311666666667,-53.5061666666667,TARA 2013
10130,16,malina133,5336,70.5718333333333,-137.7105,MALINA 2009
15724,49,tara_206_08,45078,70.9186666666667,-53.5115,TARA 2013
15723,49,tara_206_07,45484,70.9216666666667,-53.509,TARA 2013
10457,22,c_msm22_088,46159,13.9996666666667,-23,MSM 22
11713,46,outpace_107,1907,-18.2443333333333,-170.836166666667,OUTPACE 2015
16431,95,c_m135_136,44795,-11.9996666666667,-81.002,M 135
10466,22,c_msm22_097,46177,18.0128333333333,-20.9918333333333,MSM 22
10465,22,c_msm22_096,46174,17.9996666666667,-20.5005,MSM 22
17728,99,tara_129_00_d,45545,6.61116666666667,-153.054333333333,Tara 2011
11725,46,outpace_117,1779,-18.1858333333333,-170.781666666667,OUTPACE 2015
16305,95,c_m135_073,44818,-17.4096666666667,-71.7403333333333,M 135
11732,46,outpace_123,1806,-18.1785,-170.773166666667,OUTPACE 2015
11733,46,outpace_124,1798,-18.18,-170.772833333333,OUTPACE 2015
11726,46,outpace_118,1794,-18.1885,-170.771666666667,OUTPACE 2015
11724,46,outpace_116,1929,-18.2056666666667,-170.779333333333,OUTPACE 2015
11727,46,outpace_119,1871,-18.1763333333333,-170.771333333333,OUTPACE 2015
10470,22,c_msm22_101,46202,18.4998333333333,-22.5,MSM 22
16381,2,boum038,7183,33.6755,32.5941666666667,BOUM 2008
16284,95,c_m135_052,44885,-18.9991666666667,-74.9998333333333,M 135
16354,95,c_m135_104,44779,-15.766,-74.6003333333333,M 135
10387,22,c_msm22_017,46221,6.49983333333333,-22.9996666666667,MSM 22
11475,34,cce_p1106_cycle6_06,19709,32.873,-121.263333333333,CCELTER 2011
16278,95,c_m135_046,44830,-18.9993333333333,-70.9998333333333,M 135
17732,99,tara_129_00_h,45250,6.67266666666667,-153.108833333333,Tara 2011
10422,22,c_msm22_052,46179,-0.667166666666667,-23.0001666666667,MSM 22
10436,22,c_msm22_066,46242,-4.01116666666667,-22.9826666666667,MSM 22
10497,23,c_msm23_013,45825,12.5008333333333,-21.0015,MSM 23
10391,22,c_msm22_021,46191,5.49733333333333,-22.9945,MSM 22
11444,34,cce_p1106_cycle3_09,19712,34.1045,-121.423333333333,CCELTER 2011
11502,34,cce_p1106_upfront_3_09,19718,33.543,-121.051166666667,CCELTER 2011
10488,23,c_msm23_004,45827,14.4998333333333,-23.0001666666667,MSM 23
17745,99,tara_132_00_b,45707,31.495,-159.056166666667,Tara 2011
11422,34,cce_p1106_cycle2_05,19723,33.451,-121.6555,CCELTER 2011
17738,99,tara_131_00_d,45144,22.7771666666667,-157.980333333333,Tara 2011
17752,99,tara_133_00_a,45549,35.3666666666667,-127.742666666667,Tara 2011
17734,99,tara_130_00_b,45176,11.2461666666667,-152.471666666667,Tara 2011
17751,99,tara_132_03_a,45204,34.4786666666667,-148.3265,Tara 2011
17740,99,tara_131_00_f,45379,22.7545,-158.006666666667,Tara 2011
11485,34,cce_p1106_upfront_2_06,19729,33.8495,-121.691833333333,CCELTER 2011
17741,99,tara_131_00_g,45505,22.734,-158.041,Tara 2011
17749,99,tara_132_00_f,45201,31.532,-159.046,Tara 2011
17742,99,tara_131_00_h,45449,22.7155,-158.073166666667,Tara 2011
16397,2,boum049,7209,33.634,32.6381666666667,BOUM 2008
11750,46,outpace_137,1906,-18.1933333333333,-170.744,OUTPACE 2015
10536,23,c_msm23_029,46883,10.8753333333333,-20.8756666666667,MSM 23
11751,46,outpace_138,1930,-18.1916666666667,-170.7315,OUTPACE 2015
11748,46,outpace_136,1852,-18.1773333333333,-170.753666666667,OUTPACE 2015
16493,2,boum130,7230,38.8941666666667,6.75116666666667,BOUM 2008
15743,49,tara_210_06,45132,61.5448333333333,-55.9736666666667,TARA 2013
11757,46,outpace_143,1761,-18.1803333333333,-170.710333333333,OUTPACE 2015
11765,46,outpace_148,1903,-18.176,-170.730166666667,OUTPACE 2015
10550,23,c_msm23_037,46873,10.6248333333333,-20.8751666666667,MSM 23
11760,46,outpace_145,1762,-18.1575,-170.725166666667,OUTPACE 2015
11762,46,outpace_146,1872,-18.1743333333333,-170.722333333333,OUTPACE 2015
11766,46,outpace_149,1758,-18.1803333333333,-170.742166666667,OUTPACE 2015
11763,46,outpace_147,1748,-18.1676666666667,-170.7315,OUTPACE 2015
10132,16,malina135,897,70.755,-137.885166666667,MALINA 2009
11780,46,outpace_159,1860,-18.4253333333333,-165.921333333333,OUTPACE 2015
11782,46,outpace_160,1863,-18.4328333333333,-165.917666666667,OUTPACE 2015
11787,46,outpace_165,1869,-18.4236666666667,-165.925,OUTPACE 2015
11786,46,outpace_164,1925,-18.4238333333333,-165.929666666667,OUTPACE 2015
11783,46,outpace_161,1870,-18.4255,-165.9265,OUTPACE 2015
11779,46,outpace_158,1905,-18.4306666666667,-165.916,OUTPACE 2015
11793,46,outpace_170,1915,-18.4253333333333,-165.893,OUTPACE 2015
11789,46,outpace_167,1893,-18.4311666666667,-165.918166666667,OUTPACE 2015
17567,99,tara_096_00_b,44972,-30.4156666666667,-98.8968333333333,Tara 2011
17564,99,tara_095_00_c,44973,-31.4401666666667,-93.9565,Tara 2011
17575,99,tara_097_00_a,45483,-28.163,-107.404666666667,Tara 2011
11797,46,outpace_173,1856,-18.4203333333333,-165.902333333333,OUTPACE 2015
11794,46,outpace_171,1751,-18.4291666666667,-165.895,OUTPACE 2015
17583,99,tara_097_00_i,45641,-28.2085,-107.800666666667,Tara 2011
11805,46,outpace_179,1910,-18.4485,-165.921666666667,OUTPACE 2015
11801,46,outpace_176,1943,-18.4465,-165.913,OUTPACE 2015
11800,46,outpace_175,1923,-18.4296666666667,-165.923,OUTPACE 2015
11804,46,outpace_178,1901,-18.4268333333333,-165.920833333333,OUTPACE 2015
11806,46,outpace_180,1862,-18.4618333333333,-165.915,OUTPACE 2015
17601,99,tara_100_00_a,45330,-13.4251666666667,-96.5668333333333,Tara 2011
13481,42,p1408_007,2677,34.6866666666667,-120.922666666667,CCELTER 2014
16474,2,boum110,7136,33.9603333333333,18.5341666666667,BOUM 2008
13344,7,tara_078_00_a,45111,-29.5765,-43.1808333333333,TARA 2010
17760,99,tara_133_02_a,45289,35.2291666666667,-128.669666666667,Tara 2011
17758,99,tara_133_00_g,45319,35.3445,-127.732166666667,Tara 2011
17756,99,tara_133_00_e,45529,35.2698333333333,-127.729833333333,Tara 2011
16120,87,ge_2016_166,11785,70.5003333333333,-61.0138333333333,GREENEDGE 2016 C
17735,99,tara_131_00_a,45405,22.7595,-157.962666666667,Tara 2011
12288,36,a3212,2977,-50.6416666666667,72.0631666666667,KEOPS 2
17701,99,tara_124_00_f,45161,-9.0555,-140.625833333333,Tara 2011
11921,47,p0195,309,26.8218333333333,-65.5041666666667,SARGASSO A
17748,99,tara_132_00_e,45194,31.532,-159.046,Tara 2011
13356,7,tara_078_00_h,45410,-30.1473333333333,-43.2508333333333,TARA 2010
13359,7,tara_078_00_j,45580,-30.1468333333333,-43.2916666666667,TARA 2010
16125,87,ge_2016_171,11792,70.5005,-61.3091666666667,GREENEDGE 2016 C
16134,87,ge_2016_180,11798,69.5018333333333,-58.4363333333333,GREENEDGE 2016 C
13380,7,tara_080_00_b,45515,-40.6083333333333,-51.9661666666667,TARA 2010
17565,99,tara_095_00_d,45184,-31.4328333333333,-93.9583333333333,Tara 2011
17763,99,tara_134_00_a,45436,32.7425,-122.000833333333,Tara 2011
13366,7,tara_078_00_n,45317,-30.7183333333333,-43.4625,TARA 2010
17766,99,tara_135_00_b,45251,33.016,-121.746666666667,Tara 2011
17764,99,tara_134_00_b,45523,32.6001666666667,-121.975833333333,Tara 2011
11266,32,somba_2014_leg3_013,1694,38.2678333333333,1.55283333333333,SOMBA 2014
15205,82,msm_060_417_0001,25338,-34.4991666666667,-46.5005,MSM060
14044,60,gn2015_l2_012,3597,67.4795,-63.79,GREENEDGE ICE CAMP 2015
12316,36,e16,3753,-48.4573333333333,72.1876666666667,KEOPS 2
14027,57,an1405_l1b_064,3444,69.176,-100.672666666667,AN 1405
14028,57,an1405_l1b_065,3397,69.1741666666667,-100.69,AN 1405
14023,57,an1405_l1b_062,3443,71.2975,-97.689,AN 1405
14030,57,an1405_l1b_066,3439,68.9706666666667,-105.474833333333,AN 1405
14025,57,an1405_l1b_063,3413,71.295,-97.7015,AN 1405
15104,82,msm_060_248_0001,25349,-34.498,-19.4706666666667,MSM060
14036,57,an1405_l1b_068,3446,68.8465,-107.504333333333,AN 1405
16548,2,boum187,7119,40.178,5.1115,BOUM 2008
14041,57,an1405_l1b_070,3429,68.7605,-108.411333333333,AN 1405
13390,7,tara_081_00_b,45031,-44.5536666666667,-52.2876666666667,TARA 2010
14043,57,an1405_l1b_071,3426,68.838,-108.5075,AN 1405
17770,99,tara_135_00_f,45305,33.0205,-121.9115,Tara 2011
17771,99,tara_135_00_g,45517,33.021,-121.927666666667,Tara 2011
15901,73,m116_060,45995,8.99966666666667,-21,M 116
15819,73,m116_016,46001,11.0003333333333,-39.0003333333333,M 116
17773,99,tara_135_01_b,45208,33.028,-120.4625,Tara 2011
17774,99,tara_135_01_c,45332,33.028,-120.4625,Tara 2011
11847,46,outpace_211,1891,-18.2681666666667,-159.999166666667,OUTPACE 2015
17775,99,tara_136_00_a,45160,17.0876666666667,-118.889833333333,Tara 2011
17772,99,tara_135_01_a,45156,33.028,-120.462666666667,Tara 2011
17777,99,tara_136_01_a,45359,26.8823333333333,-119.376,Tara 2011
17776,99,tara_136_00_b,45264,17.0496666666667,-118.903333333333,Tara 2011
11848,46,outpace_212,1786,-18.265,-159.991333333333,OUTPACE 2015
15574,69,m106_102,46316,-10.5326666666667,-35.4886666666667,M 106
15576,69,m106_104,46374,-5.11683333333333,-32.0005,M 106
15728,49,tara_208_01,45061,69.1123333333333,-51.5116666666667,TARA 2013
15240,69,m106_004,46341,14.9996666666667,-23.0016666666667,M 106
15235,69,m106_003,46317,17.5998333333333,-24.251,M 106
15583,69,m106_111,46371,-5.50383333333333,-34.1701666666667,M 106
15586,69,m106_114,46378,-5.6085,-34.7675,M 106
15387,9,tara_144_00_e,45709,36.3511666666667,-72.7286666666667,TARA 2012 A
17791,99,tara_137_01_a,45210,15.5875,-117.850666666667,Tara 2011
17781,99,tara_136_05_a,45238,19.2463333333333,-119.298833333333,Tara 2011
17790,99,tara_137_00_i,45573,14.165,-116.716166666667,Tara 2011
17784,99,tara_137_00_c,45360,14.2033333333333,-116.691166666667,Tara 2011
15392,9,tara_144_01_a,45527,34.843,-74.6493333333333,TARA 2012 A
15383,9,tara_144_00_d,44977,36.3641666666667,-72.7628333333333,TARA 2012 A
17785,99,tara_137_00_d,45185,14.2025,-116.643333333333,Tara 2011
17786,99,tara_137_00_e,45159,14.1808333333333,-116.6545,Tara 2011
17788,99,tara_137_00_g,45708,14.1516666666667,-116.676333333333,Tara 2011
17787,99,tara_137_00_f,45660,14.162,-116.666833333333,Tara 2011
17783,99,tara_137_00_b,45328,14.1748333333333,-116.707166666667,Tara 2011
17810,99,tara_140_00_a,45570,7.41166666666667,-79.3026666666667,Tara 2011
17794,99,tara_138_00_b,45151,6.30933333333333,-102.960666666667,Tara 2011
17789,99,tara_137_00_h,45686,14.1746666666667,-116.703833333333,Tara 2011
12309,36,e12,3785,-48.4928333333333,72.2358333333333,KEOPS 2
17793,99,tara_138_00_a,45345,6.33316666666667,-102.943166666667,Tara 2011
17800,99,tara_138_00_h,45544,6.35716666666667,-103.063166666667,Tara 2011
15944,86,ge_2016_005,11215,68.4965,-57.1323333333333,GREENEDGE 2016 A
15939,86,ge_2016_003,11213,68.4986666666667,-56.7921666666667,GREENEDGE 2016 A
17803,99,tara_138_00_k,45142,6.385,-103.0695,Tara 2011
17802,99,tara_138_00_j,45467,6.36666666666667,-103.059666666667,Tara 2011
17553,99,tara_093_00_b,45676,-34.0486666666667,-73.0843333333333,Tara 2011
16488,2,boum124,7189,37.8325,11.3836666666667,BOUM 2008
17563,99,tara_095_00_b,45651,-31.8828333333333,-91.7031666666667,Tara 2011
17593,99,tara_098_00_i,45167,-25.8086666666667,-111.7055,Tara 2011
12432,36,fl4,3761,-48.523,74.6676666666667,KEOPS 2
15829,72,c_ps88b_034,44278,1.33366666666667,-23.0008333333333,PS 88B
10138,16,malina141,935,71.0346666666667,-136.461166666667,MALINA 2009
16140,87,ge_2016_186,11807,69.5025,-60.1496666666667,GREENEDGE 2016 C
17606,99,tara_100_00_f,45679,-12.9205,-96.1445,Tara 2011
17614,99,tara_102_00_e,45150,-5.26716666666667,-85.2486666666667,Tara 2011
15951,86,ge_2016_007,11217,68.4998333333333,-57.4703333333333,GREENEDGE 2016 A
15957,86,ge_2016_009,11218,68.4986666666667,-57.6393333333333,GREENEDGE 2016 A
16665,70,c_m107_010,44310,18.188,-16.6545,M 107
15961,86,ge_2016_010,11220,68.4986666666667,-58.522,GREENEDGE 2016 A
17623,99,tara_106_00_e,45533,-0.0459166666666667,-84.6006666666667,Tara 2011
15965,86,ge_2016_012,11222,68.4983333333333,-59.1788333333333,GREENEDGE 2016 A
15989,86,ge_2016_029,11240,68.6098333333333,-59.9323333333333,GREENEDGE 2016 A
16680,70,c_m107_025,44303,18.1806666666667,-16.6928333333333,M 107
16476,2,boum112,7196,33.9495,18.5301666666667,BOUM 2008
16380,2,boum037,7194,33.6761666666667,32.6553333333333,BOUM 2008
16681,70,c_m107_026,44302,18.181,-16.693,M 107
17634,99,tara_109_00_h,45520,2.08416666666667,-84.5235,Tara 2011
16009,86,ge_2016_041,11252,68.7983333333333,-58.519,GREENEDGE 2016 A
16468,2,boum104,7204,33.9608333333333,18.5718333333333,BOUM 2008
16677,70,c_m107_022,44347,18.2265,-16.529,M 107
17637,99,tara_110_00_c,45300,-1.83783333333333,-84.6323333333333,Tara 2011
16364,2,boum027,7202,33.625,32.7135,BOUM 2008
17639,99,tara_110_00_e,45494,-1.83916666666667,-84.6243333333333,Tara 2011
15745,49,tara_210_08,45558,61.5163333333333,-55.9838333333333,TARA 2013
16662,70,c_m107_007,44416,18.2081666666667,-16.5951666666667,M 107
